uri	title	url	n	class for black list	alternate image	weight (if not black list or 1)	comment
http://en.wikipedia.org/wiki/Phenotypic_plasticity	Phenotypic plasticity	https://commons.wikimedia.org/wiki/Special:FilePath/Phenotypic_Plasticity_Genotypes_to_Phenotypes.jpg	18				
http://en.wikipedia.org/wiki/Application_software	Application software	https://commons.wikimedia.org/wiki/Special:FilePath/OpenOffice.org_Writer.png	18				
http://en.wikipedia.org/wiki/Horse	Horse	https://commons.wikimedia.org/wiki/Special:FilePath/Nokota_Horses_cropped.jpg	18				
http://en.wikipedia.org/wiki/Moon	Moon	https://commons.wikimedia.org/wiki/Special:FilePath/Moon_symbol_decrescent.svg	18				
http://en.wikipedia.org/wiki/Past	Past	https://commons.wikimedia.org/wiki/Special:FilePath/Maximov_Everything_In_the_Past.jpg	18				
http://en.wikipedia.org/wiki/Reading_%28process%29	Reading (process)	https://commons.wikimedia.org/wiki/Special:FilePath/Lavery_Maiss_Auras.jpg	18				
http://en.wikipedia.org/wiki/Fatty_acid	Fatty acid	https://commons.wikimedia.org/wiki/Special:FilePath/Isomers_of_oleic_acid.png	18				
http://en.wikipedia.org/wiki/Large_intestine	Large intestine	https://commons.wikimedia.org/wiki/Special:FilePath/Intestine-diagram.svg	18				
http://en.wikipedia.org/wiki/Hepatocellular_carcinoma	Hepatocellular carcinoma	https://commons.wikimedia.org/wiki/Special:FilePath/Hepatocellular_carcinoma_1.jpg	18				
http://en.wikipedia.org/wiki/Foraging	Foraging	https://commons.wikimedia.org/wiki/Special:FilePath/Grizzly_Bear_foraging.jpg	18				
http://en.wikipedia.org/wiki/Cardiac_muscle	Cardiac muscle	https://commons.wikimedia.org/wiki/Special:FilePath/Glanzstreifen.jpg	18				
http://en.wikipedia.org/wiki/Gene_therapy	Gene therapy	https://commons.wikimedia.org/wiki/Special:FilePath/Gene_therapy.jpg	18				
http://en.wikipedia.org/wiki/Extracellular_matrix	Extracellular matrix	https://commons.wikimedia.org/wiki/Special:FilePath/Extracellular_Matrix.png	18				
http://en.wikipedia.org/wiki/Blood_transfusion	Blood transfusion	https://commons.wikimedia.org/wiki/Special:FilePath/Erythrozytenkonzentrat_neu.jpg	18				
http://en.wikipedia.org/wiki/Structural_functionalism	Structural functionalism	https://commons.wikimedia.org/wiki/Special:FilePath/Emile_Durkheim.jpg	18				
http://en.wikipedia.org/wiki/Positron_emission_tomography	Positron emission tomography	https://commons.wikimedia.org/wiki/Special:FilePath/ECAT-Exact-HR--PET-Scanner.jpg	18				
http://en.wikipedia.org/wiki/Drug_discovery	Drug discovery	https://commons.wikimedia.org/wiki/Special:FilePath/Drug_discovery_cycle.svg	18				
http://en.wikipedia.org/wiki/Probability_distribution	Probability distribution	https://commons.wikimedia.org/wiki/Special:FilePath/Dice_Distribution_(bar).svg	18				
http://en.wikipedia.org/wiki/Cortisol	Cortisol	https://commons.wikimedia.org/wiki/Special:FilePath/Cortisol2.svg	18				
http://en.wikipedia.org/wiki/Sperm	Sperm	https://commons.wikimedia.org/wiki/Special:FilePath/Complete_diagram_of_a_human_spermatozoa_en.svg	18				
http://en.wikipedia.org/wiki/Glacial_period	Glacial period	https://commons.wikimedia.org/wiki/Special:FilePath/Co2_glacial_cycles_800k.png	18				
http://en.wikipedia.org/wiki/Competition_%28biology%29	Competition (biology)	https://commons.wikimedia.org/wiki/Special:FilePath/Clone_war_of_sea_anemones_2-17-08-2.jpg	18				
http://en.wikipedia.org/wiki/Dark_matter	Dark matter	https://commons.wikimedia.org/wiki/Special:FilePath/CL0024+17.jpg	18				
http://en.wikipedia.org/wiki/Neglected_tropical_diseases	Neglected tropical diseases	https://commons.wikimedia.org/wiki/Special:FilePath/Chagoma.jpg	18				
http://en.wikipedia.org/wiki/Carcinogenesis	Carcinogenesis	https://commons.wikimedia.org/wiki/Special:FilePath/Cancer_requires_multiple_mutations_from_NIHen.png	18				
http://en.wikipedia.org/wiki/Visual_cortex	Visual cortex	https://commons.wikimedia.org/wiki/Special:FilePath/Brodmann_areas_17_18_19.png	18				
http://en.wikipedia.org/wiki/Bleeding	Bleeding	https://commons.wikimedia.org/wiki/Special:FilePath/Bleeding_finger.jpg	18				
http://en.wikipedia.org/wiki/Artery	Artery	https://commons.wikimedia.org/wiki/Special:FilePath/Artery.svg	18				
http://en.wikipedia.org/wiki/Antigen	Antigen	https://commons.wikimedia.org/wiki/Special:FilePath/Antibody.svg	18				
http://en.wikipedia.org/wiki/Colorectal_surgery	Colorectal surgery	https://commons.wikimedia.org/wiki/Special:FilePath/Anorectum.gif	18				
http://en.wikipedia.org/wiki/Ancient_DNA	Ancient DNA	https://commons.wikimedia.org/wiki/Special:FilePath/Ancient_DNA.png	18				
http://en.wikipedia.org/wiki/Lyme_disease	Lyme disease	https://commons.wikimedia.org/wiki/Special:FilePath/Adult_deer_tick.jpg	18				
http://en.wikipedia.org/wiki/Acupuncture	Acupuncture	https://commons.wikimedia.org/wiki/Special:FilePath/Acupuncture1-1.jpg	18				
http://en.wikipedia.org/wiki/Graph_%28discrete_mathematics%29	Graph (discrete mathematics)	https://commons.wikimedia.org/wiki/Special:FilePath/6n-graf.svg	18				
http://en.wikipedia.org/wiki/Chemical_compound	Chemical compound	https://commons.wikimedia.org/wiki/Special:FilePath/2006-02-13_Drop-impact.jpg	18				
http://en.wikipedia.org/wiki/Quality_management	Quality management		18				
http://en.wikipedia.org/wiki/Psychological_resilience	Psychological resilience		18				
http://en.wikipedia.org/wiki/Inpatient_care	Inpatient care		18				
http://en.wikipedia.org/wiki/Microglia	Microglia		18				
http://en.wikipedia.org/wiki/Critical_theory	Critical theory		18				
http://en.wikipedia.org/wiki/Mass_media	Mass media		18				
http://en.wikipedia.org/wiki/Cannabinoid	Cannabinoid		18				
http://en.wikipedia.org/wiki/Drug_resistance	Drug resistance		18				
http://en.wikipedia.org/wiki/Shared_decision-making	Shared decision-making		18				
http://en.wikipedia.org/wiki/High-intensity_interval_training	High-intensity interval training		18				
http://en.wikipedia.org/wiki/Postgraduate_education	Postgraduate education		18				
http://en.wikipedia.org/wiki/Organ_donation	Organ donation		18				
http://en.wikipedia.org/wiki/Computer_network	Computer network		18				
http://en.wikipedia.org/wiki/Ideology	Ideology		18				
http://en.wikipedia.org/wiki/Ethnography	Ethnography		18				
http://en.wikipedia.org/wiki/Pattern_recognition	Pattern recognition		18				
http://en.wikipedia.org/wiki/Urinary_tract_infection	Urinary tract infection	https://commons.wikimedia.org/wiki/Special:FilePath/Pyuria.JPG	17		https://en.wikipedia.org/wiki/File:Urinary_system.svg		
http://en.wikipedia.org/wiki/Sexism	Sexism	https://commons.wikimedia.org/wiki/Special:FilePath/Suffragette_arrest,_London,_1914.jpg	17	nsfw			
http://en.wikipedia.org/wiki/Bisexuality	Bisexuality		17	nsfw			
http://en.wikipedia.org/wiki/Extremophile	Extremophile	https://en.wikipedia.org/wiki/Special:FilePath/Grand_prismatic_spring.jpg	17				
http://en.wikipedia.org/wiki/Antipsychotic	Antipsychotic	https://commons.wikimedia.org/wiki/Special:FilePath/Zyprexa.PNG	17				
http://en.wikipedia.org/wiki/Pornography	Pornography	https://commons.wikimedia.org/wiki/Special:FilePath/XXX_P_icon.png	17				
http://en.wikipedia.org/wiki/Urine	Urine	https://commons.wikimedia.org/wiki/Special:FilePath/Weewee.JPG	17				
http://en.wikipedia.org/wiki/Patent	Patent	https://commons.wikimedia.org/wiki/Special:FilePath/US_Patent_cover.jpg	17				
http://en.wikipedia.org/wiki/Serum_%28blood%29	Serum (blood)	https://commons.wikimedia.org/wiki/Special:FilePath/US_Navy_030923-N-1577S-003_Hospital_Corpsman_2nd_Class_Donna_Sanderson_from_Lancaster,_Calif.,_prepares_serum_cups.jpg	17				
http://en.wikipedia.org/wiki/Pollen	Pollen	https://commons.wikimedia.org/wiki/Special:FilePath/Tulip_Stamen_Tip.jpg	17				
http://en.wikipedia.org/wiki/History_of_China	History of China	https://commons.wikimedia.org/wiki/Special:FilePath/Territories_of_Dynasties_in_China.gif	17				
http://en.wikipedia.org/wiki/Stomach	Stomach	https://commons.wikimedia.org/wiki/Special:FilePath/Stomach_diagram.svg	17				
http://en.wikipedia.org/wiki/Epileptic_seizure	Epileptic seizure	https://commons.wikimedia.org/wiki/Special:FilePath/Spike-waves.png	17				
http://en.wikipedia.org/wiki/Electrocardiography	Electrocardiography	https://commons.wikimedia.org/wiki/Special:FilePath/SinusRhythmLabels.svg	17				
http://en.wikipedia.org/wiki/Mass	Mass	https://commons.wikimedia.org/wiki/Special:FilePath/SI_base_unit.svg	17				
http://en.wikipedia.org/wiki/Plant_reproductive_morphology	Plant reproductive morphology	https://commons.wikimedia.org/wiki/Special:FilePath/Schlumbergera_04_ies.jpg	17				
http://en.wikipedia.org/wiki/Lymph_node	Lymph node	https://commons.wikimedia.org/wiki/Special:FilePath/Schematic_of_lymph_node_showing_lymph_sinuses.svg	17				
http://en.wikipedia.org/wiki/Rodent	Rodent	https://commons.wikimedia.org/wiki/Special:FilePath/Rodent_collage.jpg	17				
http://en.wikipedia.org/wiki/Design_of_experiments	Design of experiments	https://commons.wikimedia.org/wiki/Special:FilePath/Response_surface_metodology.jpg	17				
http://en.wikipedia.org/wiki/Quality_of_life_%28healthcare%29	Quality of life (healthcare)	https://commons.wikimedia.org/wiki/Special:FilePath/Quality-of-life_2005.svg	17				
http://en.wikipedia.org/wiki/Protein_domain	Protein domain	https://commons.wikimedia.org/wiki/Special:FilePath/Pyruvate_kinase_protein_domains.png	17				
http://en.wikipedia.org/wiki/Neurological_disorder	Neurological disorder	https://commons.wikimedia.org/wiki/Special:FilePath/Pyramidal_hippocampal_neuron_40x.jpg	17				
http://en.wikipedia.org/wiki/Proteolysis	Proteolysis	https://commons.wikimedia.org/wiki/Special:FilePath/Proteolysis_uncat.svg	17				
http://en.wikipedia.org/wiki/Pressure	Pressure	https://commons.wikimedia.org/wiki/Special:FilePath/Pressure_exerted_by_collisions.svg	17				
http://en.wikipedia.org/wiki/Pipeline_transport	Pipeline transport	https://commons.wikimedia.org/wiki/Special:FilePath/Pipeline-small_image,_seen_from_below.jpeg	17				
http://en.wikipedia.org/wiki/Crohn%27s_disease	Crohn's disease	https://commons.wikimedia.org/wiki/Special:FilePath/Patterns_of_Crohn's_Disease.svg	17				
http://en.wikipedia.org/wiki/University	University	https://commons.wikimedia.org/wiki/Special:FilePath/Oxfordceremony.jpg	17				
http://en.wikipedia.org/wiki/Neuromuscular_junction	Neuromuscular junction	https://commons.wikimedia.org/wiki/Special:FilePath/Neuro_Muscular_Junction.png	17				
http://en.wikipedia.org/wiki/Nerve	Nerve	https://commons.wikimedia.org/wiki/Special:FilePath/Nerves_of_the_left_upper_extremity.gif	17				
http://en.wikipedia.org/wiki/Unmanned_aerial_vehicle	Unmanned aerial vehicle	https://commons.wikimedia.org/wiki/Special:FilePath/MQ-9_Reaper_in_flight_(2007).jpg	17				
http://en.wikipedia.org/wiki/Milk	Milk	https://commons.wikimedia.org/wiki/Special:FilePath/Milk_glass.jpg	17				
http://en.wikipedia.org/wiki/Laser	Laser	https://commons.wikimedia.org/wiki/Special:FilePath/Military_laser_experiment.jpg	17				
http://en.wikipedia.org/wiki/Migraine	Migraine	https://commons.wikimedia.org/wiki/Special:FilePath/Migraine.jpg	17				
http://en.wikipedia.org/wiki/Healthy_diet	Healthy diet	https://commons.wikimedia.org/wiki/Special:FilePath/Marketvegetables.jpg	17				
http://en.wikipedia.org/wiki/3D_printing	3D printing	https://commons.wikimedia.org/wiki/Special:FilePath/MakerBot_ThingOMatic_Bre_Pettis.jpg	17				
http://en.wikipedia.org/wiki/Visual_impairment	Visual impairment	https://commons.wikimedia.org/wiki/Special:FilePath/Long_cane.jpg	17				
http://en.wikipedia.org/wiki/Lead	Lead	https://commons.wikimedia.org/wiki/Special:FilePath/Lead-2.jpg	17				
http://en.wikipedia.org/wiki/Disturbance_%28ecology%29	Disturbance (ecology)	https://commons.wikimedia.org/wiki/Special:FilePath/Kyrill-Schäden-04.JPG	17				
http://en.wikipedia.org/wiki/Kinematics	Kinematics	https://commons.wikimedia.org/wiki/Special:FilePath/Kinematics.svg	17				
http://en.wikipedia.org/wiki/Loneliness	Loneliness	https://commons.wikimedia.org/wiki/Special:FilePath/Jean_Jacques_Henner_-_Solitude.jpg	17				
http://en.wikipedia.org/wiki/Diffusion_MRI	Diffusion MRI	https://commons.wikimedia.org/wiki/Special:FilePath/Illus_dti.gif	17				
http://en.wikipedia.org/wiki/Hand	Hand	https://commons.wikimedia.org/wiki/Special:FilePath/Human-Hands-Front-Back.jpg	17				
http://en.wikipedia.org/wiki/Gravitational_wave	Gravitational wave	https://commons.wikimedia.org/wiki/Special:FilePath/History_of_the_Universe.svg	17				
http://en.wikipedia.org/wiki/Aerosol	Aerosol	https://commons.wikimedia.org/wiki/Special:FilePath/Heavy_mist.jpg	17				
http://en.wikipedia.org/wiki/Meniscus_%28anatomy%29	Meniscus (anatomy)	https://commons.wikimedia.org/wiki/Special:FilePath/Gray349.png	17				
http://en.wikipedia.org/wiki/Gastropoda	Gastropoda	https://commons.wikimedia.org/wiki/Special:FilePath/Grapevinesnail_01a.jpg	17				
http://en.wikipedia.org/wiki/Gene_duplication	Gene duplication	https://commons.wikimedia.org/wiki/Special:FilePath/Gene-duplication.png	17				
http://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant	Fukushima Daiichi Nuclear Power Plant	https://commons.wikimedia.org/wiki/Special:FilePath/Fukushima-1.JPG	17				
http://en.wikipedia.org/wiki/Intimate_partner_violence	Intimate partner violence	https://commons.wikimedia.org/wiki/Special:FilePath/Femme_battant_mari_Durer_XVII_e_siecle.jpg	17				
http://en.wikipedia.org/wiki/Chicken	Chicken	https://commons.wikimedia.org/wiki/Special:FilePath/Female_pair.jpg	17				
http://en.wikipedia.org/wiki/Reptile	Reptile	https://commons.wikimedia.org/wiki/Special:FilePath/Extant_reptilia.jpg	17				
http://en.wikipedia.org/wiki/Peru	Peru	https://commons.wikimedia.org/wiki/Special:FilePath/Escudo_nacional_del_Perú.svg	17				
http://en.wikipedia.org/wiki/Flood	Flood	https://commons.wikimedia.org/wiki/Special:FilePath/Erschrecklichewasserfluth.jpg	17				
http://en.wikipedia.org/wiki/Respiratory_disease	Respiratory disease	https://commons.wikimedia.org/wiki/Special:FilePath/Emphysema_low_mag.jpg	17				
http://en.wikipedia.org/wiki/Conservatism	Conservatism	https://commons.wikimedia.org/wiki/Special:FilePath/EdmundBurke1771.jpg	17				
http://en.wikipedia.org/wiki/East_Asia	East Asia	https://commons.wikimedia.org/wiki/Special:FilePath/East_Asia_(orthographic_projection).svg	17				
http://en.wikipedia.org/wiki/Drug_development	Drug development	https://commons.wikimedia.org/wiki/Special:FilePath/Drug_discovery_cycle.svg	17				
http://en.wikipedia.org/wiki/Drug_interaction	Drug interaction	https://commons.wikimedia.org/wiki/Special:FilePath/Drug_ampoule_JPN.jpg	17				
http://en.wikipedia.org/wiki/Molecular_dynamics	Molecular dynamics	https://commons.wikimedia.org/wiki/Special:FilePath/Cudeposition.gif	17				
http://en.wikipedia.org/wiki/Transposable_element	Transposable element	https://commons.wikimedia.org/wiki/Special:FilePath/Composite_transposon.svg	17				
http://en.wikipedia.org/wiki/Shift_work	Shift work	https://commons.wikimedia.org/wiki/Special:FilePath/Child_Labor_in_United_States_1908,_12_hour_night_shifts.jpg	17				
http://en.wikipedia.org/wiki/Animal_locomotion	Animal locomotion	https://commons.wikimedia.org/wiki/Special:FilePath/Cheetah_chase.jpg	17				
http://en.wikipedia.org/wiki/Cell_therapy	Cell therapy	https://commons.wikimedia.org/wiki/Special:FilePath/Charles-Édouard_Brown-Séquard.jpg	17				
http://en.wikipedia.org/wiki/Wealth	Wealth	https://commons.wikimedia.org/wiki/Special:FilePath/Cat_IV.JPG	17				
http://en.wikipedia.org/wiki/Density	Density	https://commons.wikimedia.org/wiki/Special:FilePath/Artsy_density_column.png	17				
http://en.wikipedia.org/wiki/Thyroid	Thyroid	https://commons.wikimedia.org/wiki/Special:FilePath/Anterior_thyroid.jpg	17				
http://en.wikipedia.org/wiki/Amygdala	Amygdala	https://commons.wikimedia.org/wiki/Special:FilePath/Amyg.png	17				
http://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis	Amyotrophic lateral sclerosis	https://commons.wikimedia.org/wiki/Special:FilePath/ALS_Coronal.jpg	17				
http://en.wikipedia.org/wiki/Aerobic_exercise	Aerobic exercise	https://commons.wikimedia.org/wiki/Special:FilePath/Aerobic_exercise_-_public_demonstration07.jpg	17				
http://en.wikipedia.org/wiki/Tendon	Tendon	https://commons.wikimedia.org/wiki/Special:FilePath/Achilles-tendon.jpg	17				
http://en.wikipedia.org/wiki/Crustacean	Crustacean	https://commons.wikimedia.org/wiki/Special:FilePath/Abludomelita_obtusata.jpg	17				
http://en.wikipedia.org/wiki/Acute_care	Acute care		17				
http://en.wikipedia.org/wiki/Stable_isotope_ratio	Stable isotope ratio		17				
http://en.wikipedia.org/wiki/Endogeny_%28biology%29	Endogeny (biology)		17				
http://en.wikipedia.org/wiki/Intention	Intention		17				
http://en.wikipedia.org/wiki/Taxonomy_%28general%29	Taxonomy (general)		17				
http://en.wikipedia.org/wiki/Homicide	Homicide		17				
http://en.wikipedia.org/wiki/Cost%E2%80%93benefit_analysis	Cost–benefit analysis		17				
http://en.wikipedia.org/wiki/Tendinopathy	Tendinopathy		17				
http://en.wikipedia.org/wiki/Social	Social		17				
http://en.wikipedia.org/wiki/Injury_prevention	Injury prevention		17				
http://en.wikipedia.org/wiki/Social_environment	Social environment		17				
http://en.wikipedia.org/wiki/Social_determinants_of_health	Social determinants of health		17				
http://en.wikipedia.org/wiki/Metabolite	Metabolite		17				
http://en.wikipedia.org/wiki/Design	Design		17				
http://en.wikipedia.org/wiki/Intracellular	Intracellular		17				
http://en.wikipedia.org/wiki/Linearity	Linearity		17				
http://en.wikipedia.org/wiki/Level_of_measurement	Level of measurement		17				
http://en.wikipedia.org/wiki/Heterosexuality	Heterosexuality	https://commons.wikimedia.org/wiki/Special:FilePath/Love_-_Engagement.jpg	16	nsfw			
http://en.wikipedia.org/wiki/Men_who_have_sex_with_men	Men who have sex with men		16	nsfw			
http://en.wikipedia.org/wiki/Drop_%28liquid%29	Drop (liquid)	https://en.wikipedia.org/wiki/Special:FilePath/Water_drop_animation_enhanced_small.gif	16				
http://en.wikipedia.org/wiki/Electronic_health_record	Electronic health record	https://en.wikipedia.org/wiki/Special:FilePath/VistA_Img.png	16				
http://en.wikipedia.org/wiki/Geometry	Geometry	https://en.wikipedia.org/wiki/Special:FilePath/Teorema_de_desargues.svg	16				
http://en.wikipedia.org/wiki/Father	Father	https://en.wikipedia.org/wiki/Special:FilePath/Paternal_bonding_between_father_and_newborn_daughter.jpg	16				
http://en.wikipedia.org/wiki/Endangered_species	Endangered species	https://en.wikipedia.org/wiki/Special:FilePath/Panthera_tigris_altaica_13_-_Buffalo_Zoo.jpg	16				
http://en.wikipedia.org/wiki/Apex_predator	Apex predator	https://en.wikipedia.org/wiki/Special:FilePath/Lion_waiting_in_Namibia.jpg	16				
http://en.wikipedia.org/wiki/Sweden	Sweden	https://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Sweden.svg	16				
http://en.wikipedia.org/wiki/Pollinator	Pollinator	https://en.wikipedia.org/wiki/Special:FilePath/Eristalinus_October_2007-6.jpg	16				
http://en.wikipedia.org/wiki/X-ray_crystallography	X-ray crystallography	https://commons.wikimedia.org/wiki/Special:FilePath/Zeolite-ZSM-5-vdW.png	16				
http://en.wikipedia.org/wiki/Biome	Biome	https://commons.wikimedia.org/wiki/Special:FilePath/World_biomes.jpg	16				
http://en.wikipedia.org/wiki/Animal_testing	Animal testing	https://commons.wikimedia.org/wiki/Special:FilePath/Wistar_rat.jpg	16				
http://en.wikipedia.org/wiki/Tradition	Tradition	https://commons.wikimedia.org/wiki/Special:FilePath/Wigilia_potrawy_76.jpg	16				
http://en.wikipedia.org/wiki/Rice	Rice	https://commons.wikimedia.org/wiki/Special:FilePath/White,_Brown,_Red_&_Wild_rice.jpg	16				
http://en.wikipedia.org/wiki/Vein	Vein	https://commons.wikimedia.org/wiki/Special:FilePath/Venous_system_en.svg	16				
http://en.wikipedia.org/wiki/Vancomycin	Vancomycin	https://commons.wikimedia.org/wiki/Special:FilePath/Vancomycin.svg	16				
http://en.wikipedia.org/wiki/Western_world	Western world	https://commons.wikimedia.org/wiki/Special:FilePath/The_Parthenon_in_Athens.jpg	16				
http://en.wikipedia.org/wiki/Excitatory_postsynaptic_potential	Excitatory postsynaptic potential	https://commons.wikimedia.org/wiki/Special:FilePath/Synapse_diag6.png	16				
http://en.wikipedia.org/wiki/Suicidal_ideation	Suicidal ideation	https://commons.wikimedia.org/wiki/Special:FilePath/Stückelberg_Sappho_1897.jpg	16				
http://en.wikipedia.org/wiki/Mining	Mining	https://commons.wikimedia.org/wiki/Special:FilePath/Strip_coal_mining.jpg	16				
http://en.wikipedia.org/wiki/Fracture	Fracture	https://commons.wikimedia.org/wiki/Special:FilePath/Stress_v_strain_Aluminum_2.png	16				
http://en.wikipedia.org/wiki/Cell_potency	Cell potency	https://commons.wikimedia.org/wiki/Special:FilePath/Stem_cells_diagram.png	16				
http://en.wikipedia.org/wiki/Spatial_memory	Spatial memory	https://commons.wikimedia.org/wiki/Special:FilePath/Stanley_compass_1.jpg	16				
http://en.wikipedia.org/wiki/Equal_opportunity	Equal opportunity	https://commons.wikimedia.org/wiki/Special:FilePath/Sprinter_at_starting_block.jpg	16				
http://en.wikipedia.org/wiki/Transparency_%28behavior%29	Transparency (behavior)	https://commons.wikimedia.org/wiki/Special:FilePath/Shimer_College_dialogue_transparency_2010.jpg	16				
http://en.wikipedia.org/wiki/Mesozoic	Mesozoic	https://commons.wikimedia.org/wiki/Special:FilePath/Sellosaurus.jpg	16				
http://en.wikipedia.org/wiki/Northern_Europe	Northern Europe	https://commons.wikimedia.org/wiki/Special:FilePath/Satellite_image_of_Northern_Europe.png	16				
http://en.wikipedia.org/wiki/Pulmonary_embolism	Pulmonary embolism	https://commons.wikimedia.org/wiki/Special:FilePath/SaddlePE.PNG	16				
http://en.wikipedia.org/wiki/Plant_pathology	Plant pathology	https://commons.wikimedia.org/wiki/Special:FilePath/Powdery_mildew.JPG	16				
http://en.wikipedia.org/wiki/Platelet	Platelet	https://commons.wikimedia.org/wiki/Special:FilePath/Platelets2.JPG	16				
http://en.wikipedia.org/wiki/Cladistics	Cladistics	https://commons.wikimedia.org/wiki/Special:FilePath/Peter_Chalmers_Mitchell_1920.jpg	16				
http://en.wikipedia.org/wiki/Consumer	Consumer	https://commons.wikimedia.org/wiki/Special:FilePath/People_are_buying_fruits.jpg	16				
http://en.wikipedia.org/wiki/Ancient_Greece	Ancient Greece	https://commons.wikimedia.org/wiki/Special:FilePath/Parthenon_from_west.jpg	16				
http://en.wikipedia.org/wiki/Carnivora	Carnivora	https://commons.wikimedia.org/wiki/Special:FilePath/Order_Carnivora.jpg	16				
http://en.wikipedia.org/wiki/Stillbirth	Stillbirth	https://commons.wikimedia.org/wiki/Special:FilePath/Nuchal_edema_in_Down_Syndrome_Dr._W._Moroder.jpg	16				
http://en.wikipedia.org/wiki/North_Africa	North Africa	https://commons.wikimedia.org/wiki/Special:FilePath/North_Africa_(orthographic_projection).svg	16				
http://en.wikipedia.org/wiki/World_Wide_Web	World Wide Web	https://commons.wikimedia.org/wiki/Special:FilePath/NeXTcube_first_webserver.JPG	16				
http://en.wikipedia.org/wiki/Human_nose	Human nose	https://commons.wikimedia.org/wiki/Special:FilePath/Neus1.jpg	16				
http://en.wikipedia.org/wiki/Peripheral_nervous_system	Peripheral nervous system	https://commons.wikimedia.org/wiki/Special:FilePath/Nervous_system_diagram-en.svg	16				
http://en.wikipedia.org/wiki/Spinal_cord	Spinal cord	https://commons.wikimedia.org/wiki/Special:FilePath/Nervous_system_diagram-en.svg	16				
http://en.wikipedia.org/wiki/Running	Running	https://commons.wikimedia.org/wiki/Special:FilePath/Muybridge_runner.jpg	16				
http://en.wikipedia.org/wiki/Messenger_RNA	Messenger RNA	https://commons.wikimedia.org/wiki/Special:FilePath/MRNA-interaction.png	16				
http://en.wikipedia.org/wiki/Bronze_Age	Bronze Age	https://commons.wikimedia.org/wiki/Special:FilePath/Metallurgical_diffusion.png	16				
http://en.wikipedia.org/wiki/River	River	https://commons.wikimedia.org/wiki/Special:FilePath/Melting_Toe_of_Athabasca_Glacier.jpg	16				
http://en.wikipedia.org/wiki/Maternal_bond	Maternal bond	https://commons.wikimedia.org/wiki/Special:FilePath/MaternalBond.jpg	16				
http://en.wikipedia.org/wiki/Vegetable	Vegetable	https://commons.wikimedia.org/wiki/Special:FilePath/Marketvegetables.jpg	16				
http://en.wikipedia.org/wiki/Marine_debris	Marine debris	https://commons.wikimedia.org/wiki/Special:FilePath/Marine_debris_on_Hawaiian_coast.jpg	16				
http://en.wikipedia.org/wiki/Lichen_planus	Lichen planus	https://commons.wikimedia.org/wiki/Special:FilePath/Lichen_Planus_(2).JPG	16				
http://en.wikipedia.org/wiki/Lake	Lake	https://commons.wikimedia.org/wiki/Special:FilePath/Kölpinsee_bei_Jabel.jpg	16				
http://en.wikipedia.org/wiki/Hematopoietic_stem_cell_transplantation	Hematopoietic stem cell transplantation	https://commons.wikimedia.org/wiki/Special:FilePath/KM_Transplantat.JPEG	16				
http://en.wikipedia.org/wiki/Ketamine	Ketamine	https://commons.wikimedia.org/wiki/Special:FilePath/Ketamine.svg	16				
http://en.wikipedia.org/wiki/Endocrine_system	Endocrine system	https://commons.wikimedia.org/wiki/Special:FilePath/Illu_endocrine_system_New.png	16				
http://en.wikipedia.org/wiki/Negative_feedback	Negative feedback	https://commons.wikimedia.org/wiki/Special:FilePath/Ideal_feedback_model.svg	16				
http://en.wikipedia.org/wiki/Comparative_anatomy	Comparative anatomy	https://commons.wikimedia.org/wiki/Special:FilePath/Homology_vertebrates-en.svg	16				
http://en.wikipedia.org/wiki/Graphene	Graphene	https://commons.wikimedia.org/wiki/Special:FilePath/Graphen.jpg	16				
http://en.wikipedia.org/wiki/Prehistory	Prehistory	https://commons.wikimedia.org/wiki/Special:FilePath/Göbekli_Tepe,_Urfa.jpg	16				
http://en.wikipedia.org/wiki/Meat	Meat	https://commons.wikimedia.org/wiki/Special:FilePath/FoodMeat.jpg	16				
http://en.wikipedia.org/wiki/Endoscopy	Endoscopy	https://commons.wikimedia.org/wiki/Special:FilePath/Flexibles_Endoskop.jpg	16				
http://en.wikipedia.org/wiki/Colombia	Colombia	https://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg	16				
http://en.wikipedia.org/wiki/Fiber	Fiber	https://commons.wikimedia.org/wiki/Special:FilePath/Fibreoptic.jpg	16				
http://en.wikipedia.org/wiki/Gait	Gait	https://commons.wikimedia.org/wiki/Special:FilePath/Elephant_Walking_animated.gif	16				
http://en.wikipedia.org/wiki/Pre-clinical_development	Pre-clinical development	https://commons.wikimedia.org/wiki/Special:FilePath/Drug_discovery_cycle.svg	16				
http://en.wikipedia.org/wiki/Taiga	Taiga	https://commons.wikimedia.org/wiki/Special:FilePath/Distribution_Taiga.png	16				
http://en.wikipedia.org/wiki/Debate	Debate	https://commons.wikimedia.org/wiki/Special:FilePath/Debate_televisivo_Canal_13_CNN.jpg	16				
http://en.wikipedia.org/wiki/Research_and_development	Research and development	https://commons.wikimedia.org/wiki/Special:FilePath/Cycle_of_Research_and_Development.svg	16				
http://en.wikipedia.org/wiki/Graduate_school	Graduate school	https://commons.wikimedia.org/wiki/Special:FilePath/CU_Ph.D.'s_academic_gown_(Graduate_School).jpg	16				
